,brand,prix,Segment de marché,min,max
375,hugo boss,70.0,premium / luxe abordable,249,699
376,hugo boss,99.0,premium / luxe abordable,249,699
377,hugo boss,150.0,premium / luxe abordable,249,699
378,hugo boss,50.0,premium / luxe abordable,249,699
379,hugo boss,94.85,premium / luxe abordable,249,699
380,hugo boss,95.18,premium / luxe abordable,249,699
381,hugo boss,55.0,premium / luxe abordable,249,699
382,hugo boss,100.0,premium / luxe abordable,249,699
383,hugo boss,55.0,premium / luxe abordable,249,699
384,hugo boss,183.38,premium / luxe abordable,249,699
385,hugo boss,150.0,premium / luxe abordable,249,699
386,hugo boss,119.0,premium / luxe abordable,249,699
387,hugo boss,100.0,premium / luxe abordable,249,699
388,hugo boss,115.0,premium / luxe abordable,249,699
389,hugo boss,246.62,premium / luxe abordable,249,699
390,hugo boss,130.0,premium / luxe abordable,249,699
391,hugo boss,280.0,premium / luxe abordable,249,699
392,hugo boss,200.0,premium / luxe abordable,249,699
393,hugo boss,90.0,premium / luxe abordable,249,699
394,hugo boss,140.0,premium / luxe abordable,249,699
395,hugo boss,300.0,premium / luxe abordable,249,699
396,hugo boss,290.0,premium / luxe abordable,249,699
397,hugo boss,125.23,premium / luxe abordable,249,699
398,hugo boss,80.15,premium / luxe abordable,249,699
399,hugo boss,149.0,premium / luxe abordable,249,699
400,hugo boss,119.0,premium / luxe abordable,249,699
401,hugo boss,164.0,premium / luxe abordable,249,699
402,hugo boss,58.78,premium / luxe abordable,249,699
403,hugo boss,95.0,premium / luxe abordable,249,699
404,hugo boss,135.0,premium / luxe abordable,249,699
405,hugo boss,109.0,premium / luxe abordable,249,699
406,hugo boss,130.0,premium / luxe abordable,249,699
407,hugo boss,125.0,premium / luxe abordable,249,699
408,hugo boss,129.0,premium / luxe abordable,249,699
409,hugo boss,129.0,premium / luxe abordable,249,699
410,hugo boss,160.0,premium / luxe abordable,249,699
411,hugo boss,97.0,premium / luxe abordable,249,699
412,hugo boss,93.0,premium / luxe abordable,249,699
413,hugo boss,115.0,premium / luxe abordable,249,699
414,hugo boss,109.0,premium / luxe abordable,249,699
415,hugo boss,95.0,premium / luxe abordable,249,699
416,hugo boss,109.0,premium / luxe abordable,249,699
417,hugo boss,121.0,premium / luxe abordable,249,699
418,hugo boss,95.0,premium / luxe abordable,249,699
419,hugo boss,99.0,premium / luxe abordable,249,699
420,hugo boss,99.0,premium / luxe abordable,249,699
421,hugo boss,133.0,premium / luxe abordable,249,699
422,hugo boss,171.0,premium / luxe abordable,249,699
423,hugo boss,141.0,premium / luxe abordable,249,699
424,hugo boss,125.0,premium / luxe abordable,249,699
425,hugo boss,115.0,premium / luxe abordable,249,699
426,hugo boss,115.0,premium / luxe abordable,249,699
427,hugo boss,139.0,premium / luxe abordable,249,699
428,hugo boss,109.0,premium / luxe abordable,249,699
429,hugo boss,109.0,premium / luxe abordable,249,699
430,hugo boss,115.0,premium / luxe abordable,249,699
431,hugo boss,109.0,premium / luxe abordable,249,699
432,hugo boss,89.0,premium / luxe abordable,249,699
433,hugo boss,145.0,premium / luxe abordable,249,699
434,hugo boss,65.0,premium / luxe abordable,249,699
435,hugo boss,141.0,premium / luxe abordable,249,699
436,hugo boss,252.94,premium / luxe abordable,249,699
437,hugo boss,99.0,premium / luxe abordable,249,699
438,hugo boss,150.0,premium / luxe abordable,249,699
439,hollister,45.0,entrée de gamme / mass market,/,/
440,hollister,29.0,entrée de gamme / mass market,/,/
441,hollister,30.0,entrée de gamme / mass market,/,/
442,hollister,40.0,entrée de gamme / mass market,/,/
443,hollister,35.0,entrée de gamme / mass market,/,/
444,hollister,50.0,entrée de gamme / mass market,/,/
445,hollister,40.0,entrée de gamme / mass market,/,/
446,hollister,37.0,entrée de gamme / mass market,/,/
447,hollister,58.0,entrée de gamme / mass market,/,/
448,hollister,65.0,entrée de gamme / mass market,/,/
449,hollister,27.82,entrée de gamme / mass market,/,/
450,hollister,48.0,entrée de gamme / mass market,/,/
